target_pkg,object_name,index,object_class,src_file,src_line_start,src_line_end
ggplot2,new_aes,53,function,R/aes.r,100,104
ggplot2,quant_pred,54,function,R/stat-quantile.r,95,106
ggplot2,FacetNull,55,FacetNull / Facet / ggproto / gg,NA,NA,NA
ggplot2,.stroke,56,numeric,NA,NA,NA
ggplot2,aes_string,57,function,R/aes.r,257,271
ggplot2,label_parsed,58,function / labeller,R/labeller.r,154,168
ggplot2,bin_out,59,function,R/bin.R,163,177
ggplot2,NO_PANEL,60,integer,NA,NA,NA
ggplot2,ggtitle,61,function,R/labels.r,94,96
ggplot2,scale_colour_hue,62,function,R/scale-hue.r,53,57
ggplot2,limits.Date,63,function,R/limits.r,109,112
ggplot2,grid.draw.absoluteGrob,64,function,R/grob-absolute.r,45,47
ggplot2,$.ggproto,65,function,R/ggproto.r,151,158
ggplot2,scales_list,66,function,R/scales-.r,5,7
ggplot2,waiver,67,function,R/utilities.r,169,169
ggplot2,ScaleContinuous,68,ScaleContinuous / Scale / ggproto / gg,NA,NA,NA
ggplot2,theme_get,69,function,R/theme-current.R,67,69
ggplot2,coord_fixed,70,function,R/coord-fixed.r,25,32
ggplot2,GeomLine,71,GeomLine / GeomPath / Geom / ggproto / gg,NA,NA,NA
ggplot2,ScaleDiscrete,72,ScaleDiscrete / Scale / ggproto / gg,NA,NA,NA
ggplot2,annotation_logticks,73,function,R/annotation-logticks.r,76,105
ggplot2,fortify,74,function,R/fortify.r,12,12
ggplot2,height_cm,75,function,R/utilities-grid.r,27,37
ggplot2,dist_central_angle,76,function,R/coord-munch.r,89,99
ggplot2,guide_colourbar,77,function,R/guide-colorbar.r,100,191
ggplot2,Position,78,Position / ggproto / gg,NA,NA,NA
ggplot2,PositionJitter,79,PositionJitter / Position / ggproto / gg,NA,NA,NA
ggplot2,theme_linedraw,80,function,R/theme-defaults.r,270,306
ggplot2,is_calculated_aes,81,function,R/aes-calculated.r,36,38
ggplot2,sf_types,82,character,NA,NA,NA
ggplot2,CoordFlip,83,CoordFlip / CoordCartesian / Coord / ggproto / gg,NA,NA,NA
ggplot2,guides_train,84,function,R/guides-.r,163,201
ggplot2,label_just_defaults.colorbar,85,function,R/guide-colorbar.r,556,571
ggplot2,stat_identity,86,function,R/stat-identity.r,11,29
ggplot2,mean_cl_boot,87,function,R/stat-summary.r,197,208
ggplot2,makeContent.labelgrob,88,function,R/geom-label.R,124,147
ggplot2,theme_update,89,function,R/theme-current.R,88,90
ggplot2,scale_type.character,90,function,R/scale-type.R,78,78
ggplot2,geom_segment,91,function,R/geom-segment.r,68,95
ggplot2,stat_spoke,92,function,R/geom-spoke.r,47,50
ggplot2,zeroGrob,93,function,R/grob-null.r,5,5
ggplot2,geom_errorbar,94,function,R/geom-errorbar.r,3,22
ggplot2,compact_facets,95,function,R/facet-.r,318,322
ggplot2,stat_qq_line,96,function,R/stat-qq-line.R,7,36
ggplot2,is.discrete,97,function,R/utilities.r,349,351
ggplot2,sf_rescale01,98,function,R/coord-sf.R,374,380
ggplot2,geom_spoke,99,function,R/geom-spoke.r,23,42
ggplot2,label_bquote,100,function,R/labeller.r,197,231
ggplot2,update_guides,101,function,R/guides-.r,69,73
ggplot2,NO_GROUP,102,integer,NA,NA,NA
ggplot2,fortify.Line,103,function,R/fortify-spatial.r,105,110
ggplot2,.plot_store,104,function,R/plot-last.r,1,8
ggplot2,scale_x_time,105,function,R/scale-date.r,203,227
ggplot2,warn_new_infinites,106,function,R/coord-transform.r,206,210
ggplot2,limits.numeric,107,function,R/limits.r,84,93
ggplot2,label_context,108,function / labeller,R/labeller.r,143,149
ggplot2,GeomHex,109,GeomHex / Geom / ggproto / gg,NA,NA,NA
ggplot2,GeomCrossbar,110,GeomCrossbar / Geom / ggproto / gg,NA,NA,NA
ggplot2,update_stat_defaults,111,function,R/geom-defaults.r,23,28
ggplot2,cases,112,function,R/utilities.r,113,125
ggplot2,StatBinhex,113,StatBinhex / Stat / ggproto / gg,NA,NA,NA
ggplot2,guide_train.legend,114,function,R/guide-legend.r,199,229
ggplot2,geom_tile,115,function,R/geom-tile.r,58,79
ggplot2,munch_data,116,function,R/coord-munch.r,45,67
ggplot2,position_dodge2,117,function,R/position-dodge2.r,7,15
ggplot2,print.ggproto,118,function,R/ggproto.r,236,244
ggplot2,scale_fill_hue,119,function,R/scale-hue.r,61,65
ggplot2,fortify.SpatialLinesDataFrame,120,function,R/fortify-spatial.r,80,82
ggplot2,label_value,121,function / labeller,R/labeller.r,97,104
ggplot2,pos_stack,122,function,R/position-stack.r,202,215
ggplot2,scale_alpha_ordinal,123,function,R/scale-alpha.r,38,45
ggplot2,coord_munch,124,function,R/coord-munch.r,14,38
ggplot2,StatBoxplot,125,StatBoxplot / Stat / ggproto / gg,NA,NA,NA
ggplot2,GeomSmooth,126,GeomSmooth / Geom / ggproto / gg,NA,NA,NA
ggplot2,StatEcdf,127,StatEcdf / Stat / ggproto / gg,NA,NA,NA
ggplot2,scale_color_gradient2,128,function,R/scale-gradient.r,76,82
ggplot2,dotstackGrob,129,function,R/grob-dotstack.r,1,22
ggplot2,scale_type.default,130,function,R/scale-type.R,62,66
ggplot2,ggplot_add.NULL,131,function,R/plot-construction.r,94,96
ggplot2,GeomArea,132,GeomArea / GeomRibbon / Geom / ggproto / gg,NA,NA,NA
ggplot2,label_wrap_gen,133,function,R/labeller.r,236,245
ggplot2,find_x_overlaps,134,function,R/position-dodge2.r,132,143
ggplot2,geom_map,135,function,R/geom-map.r,62,90
ggplot2,guide_colorbar,136,function,R/guide-colorbar.r,100,191
ggplot2,check_aesthetics,137,function,R/geom-.r,177,190
ggplot2,geom_text,138,function,R/geom-text.r,126,160
ggplot2,ScalesList,139,ScalesList / ggproto / gg,NA,NA,NA
ggplot2,scale_color_hue,140,function,R/scale-hue.r,53,57
ggplot2,guide_train,141,function,R/guides-.r,315,315
ggplot2,discrete_scale,142,function,R/scale-.r,634,670
ggplot2,geom_pointrange,143,function,R/geom-pointrange.r,3,24
ggplot2,validate_mapping,144,function,R/layer.r,162,177
ggplot2,is_npc,145,function,R/grob-dotstack.r,24,24
ggplot2,RangeContinuous,146,RangeContinuous / Range / ggproto / gg,NA,NA,NA
ggplot2,FacetGrid,147,FacetGrid / Facet / ggproto / gg,NA,NA,NA
ggplot2,ggplot_add.Coord,148,function,R/plot-construction.r,131,141
ggplot2,limits.POSIXlt,149,function,R/limits.r,119,122
ggplot2,GeomPath,150,GeomPath / Geom / ggproto / gg,NA,NA,NA
ggplot2,draw_key_pointrange,151,function,R/legend-draw.r,176,181
ggplot2,stat_sf_coordinates,152,function,R/stat-sf-coordinates.R,60,79
ggplot2,is.ggproto,153,function,R/ggproto.r,104,104
ggplot2,parse_axes_labeling,154,function,R/coord-sf.R,465,468
ggplot2,should_stop,155,function,R/utilities.r,153,157
ggplot2,format.ggproto_method,156,function,R/ggproto.r,330,348
ggplot2,grobWidth.zeroGrob,157,function,R/grob-null.r,18,18
ggplot2,resolve_labeller,158,function,R/labeller.r,249,266
ggplot2,fortify.glht,159,function,R/fortify-multcomp.r,35,42
ggplot2,check_nondata_cols,160,function,R/utilities.r,356,359
ggplot2,rbind_dfs,161,function,R/compat-plyr.R,267,312
ggplot2,element_blank,162,function,R/theme-elements.r,55,60
ggplot2,geom_dotplot,163,function,R/geom-dotplot.r,117,171
ggplot2,CoordMap,164,CoordMap / Coord / ggproto / gg,NA,NA,NA
ggplot2,scale_type,165,function,R/scale-type.R,59,59
ggplot2,scale_x_reverse,166,function,R/scale-continuous.r,164,166
ggplot2,geom_ribbon,167,function,R/geom-ribbon.r,34,53
ggplot2,el_def,168,function,R/theme-elements.r,259,261
ggplot2,bin_breaks_bins,169,function,R/bin.R,97,116
ggplot2,geom_boxplot,170,function,R/geom-boxplot.r,105,154
ggplot2,GeomVline,171,GeomVline / Geom / ggproto / gg,NA,NA,NA
ggplot2,continuous_scale,172,function,R/scale-.r,562,606
ggplot2,heightDetails.titleGrob,173,function,R/margins.R,212,214
ggplot2,element_grob,174,function,R/theme-elements.r,172,174
ggplot2,print.rel,175,function,R/theme-elements.r,136,136
ggplot2,collide2,176,function,R/position-collide.r,70,87
ggplot2,defaults,177,function,R/compat-plyr.R,14,14
ggplot2,message_wrap,178,function,R/utilities.r,377,381
ggplot2,find_scale,179,function,R/scale-type.R,1,23
ggplot2,validate_column_vec,180,function,R/utilities.r,449,454
ggplot2,check_breaks_labels,181,function,R/scale-.r,178,189
ggplot2,scale_size_datetime,182,function,R/scale-size.r,97,99
ggplot2,scale_y_reverse,183,function,R/scale-continuous.r,169,171
ggplot2,StatQuantile,184,StatQuantile / Stat / ggproto / gg,NA,NA,NA
ggplot2,GeomCurve,185,GeomCurve / GeomSegment / Geom / ggproto / gg,NA,NA,NA
ggplot2,title_spec,186,function,R/margins.R,39,91
ggplot2,position_stack,187,function,R/position-stack.r,128,130
ggplot2,predictdf.locfit,188,function,R/stat-smooth-methods.r,60,71
ggplot2,scale_colour_manual,189,function,R/scale-manual.r,63,65
ggplot2,scale_size_date,190,function,R/scale-size.r,104,106
ggplot2,scale_fill_viridis_c,191,function,R/scale-viridis.r,97,113
ggplot2,stat_summary_hex,192,function,R/stat-summary-hex.r,4,33
ggplot2,hex_binwidth,193,function,R/hexbin.R,1,6
ggplot2,scale_fill_viridis_d,194,function,R/scale-viridis.r,65,73
ggplot2,is_calculated,195,function,R/aes-calculated.r,40,56
ggplot2,guides,196,function,R/guides-.r,60,67
ggplot2,expand_range4,197,function,R/utilities.r,190,201
ggplot2,fortify.data.frame,198,function,R/fortify.r,15,15
ggplot2,continuous_range,199,function,R/range.r,27,29
ggplot2,hex_bounds,200,function,R/hexbin.R,8,13
ggplot2,bin2d_breaks,201,function,R/stat-bin2d.r,105,136
ggplot2,has_groups,202,function,R/grouping.r,33,39
ggplot2,geom_density_2d,203,function,R/geom-density2d.r,47,72
ggplot2,scale_y_time,204,function,R/scale-date.r,232,256
ggplot2,position_identity,205,function,R/position-identity.r,5,7
ggplot2,sec_axis,206,function,R/axis-secondary.R,82,93
ggplot2,stat_bin_hex,207,function,R/stat-binhex.r,11,34
ggplot2,breaks,208,function,R/utilities-break.r,93,115
ggplot2,summarise_layout,209,function,R/summarise-plot.R,61,93
ggplot2,find_global,210,function,R/scale-type.R,28,39
ggplot2,interleave,211,function,R/utilities-matrix.r,15,15
ggplot2,scale_linetype_identity,212,function,R/scale-identity.r,91,96
ggplot2,GeomRaster,213,GeomRaster / Geom / ggproto / gg,NA,NA,NA
ggplot2,CoordTrans,214,CoordTrans / Coord / ggproto / gg,NA,NA,NA
ggplot2,GeomDensity2d,215,GeomDensity2d / GeomPath / Geom / ggproto / gg,NA,NA,NA
ggplot2,geom_step,216,function,R/geom-path.r,271,288
ggplot2,geom_path,217,function,R/geom-path.r,92,119
ggplot2,font_descent,218,function,R/margins.R,334,359
ggplot2,StatSum,219,StatSum / Stat / ggproto / gg,NA,NA,NA
ggplot2,scale_color_discrete,220,function,R/scale-hue.r,53,57
ggplot2,coord_polar,221,function,R/coord-polar.r,60,71
ggplot2,ggproto,222,function,R/ggproto.r,57,91
ggplot2,labs,223,function,R/labels.r,68,78
ggplot2,seq_asc,224,function,R/utilities.r,432,438
ggplot2,scale_type.AsIs,225,function,R/scale-type.R,72,72
ggplot2,snake_class,226,function,R/utilities.r,341,343
ggplot2,GeomRug,227,GeomRug / Geom / ggproto / gg,NA,NA,NA
ggplot2,warning_wrap,228,function,R/utilities.r,383,387
ggplot2,stat_summary2d,229,function,R/stat-summary-2d.r,73,76
ggplot2,ggplot_add.default,230,function,R/plot-construction.r,90,92
ggplot2,interleave.default,231,function,R/utilities-matrix.r,21,38
ggplot2,scale_colour_identity,232,function,R/scale-identity.r,64,69
ggplot2,scale_size_continuous,233,function,R/scale-size.r,37,43
ggplot2,compute_grob_heights,234,function,R/utilities-table.r,6,9
ggplot2,set_last_plot,235,function,R/plot-last.r,16,16
ggplot2,StatBindot,236,StatBindot / Stat / ggproto / gg,NA,NA,NA
ggplot2,fortify.formula,237,function,R/fortify.r,31,31
ggplot2,id_var,238,function,R/compat-plyr.R,54,71
ggplot2,set_draw_key,239,function,R/layer.r,428,438
ggplot2,guides_geom,240,function,R/guides-.r,219,221
ggplot2,mid_rescaler,241,function,R/scale-gradient.r,94,98
ggplot2,as.quoted,242,function,R/compat-plyr.R,234,246
ggplot2,facet_null,243,function,R/facet-null.r,13,17
ggplot2,adjust_angle,244,function,R/labeller.r,680,688
ggplot2,stat_function,245,function,R/stat-function.r,57,84
ggplot2,to_lower_ascii,246,function,R/utilities.r,312,312
ggplot2,LayerSf,247,LayerSf / Layer / ggproto / gg,NA,NA,NA
ggplot2,GeomPolygon,248,GeomPolygon / Geom / ggproto / gg,NA,NA,NA
ggplot2,densitybin,249,function,R/stat-bindot.r,142,182
ggplot2,limits.factor,250,function,R/limits.r,105,107
ggplot2,sf_grob,251,function,R/geom-sf.R,133,164
ggplot2,try_require,252,function,R/utilities.r,50,57
ggplot2,stat_density,253,function,R/stat-density.r,29,59
ggplot2,Scale,254,Scale / ggproto / gg,NA,NA,NA
ggplot2,plot_clone,255,function,R/plot.r,112,117
ggplot2,GeomHline,256,GeomHline / Geom / ggproto / gg,NA,NA,NA
ggplot2,scale_colour_distiller,257,function,R/scale-brewer.r,80,90
ggplot2,unique_combs,258,function,R/facet-.r,243,249
ggplot2,is_bins,259,function,R/bin.R,24,24
ggplot2,add_ggplot,260,function,R/plot-construction.r,65,72
ggplot2,dual_param,261,function,R/stat-bin2d.r,91,103
ggplot2,StatEllipse,262,StatEllipse / Stat / ggproto / gg,NA,NA,NA
ggplot2,create_strip_labels,263,function,R/labeller.r,578,590
ggplot2,StatQqLine,264,StatQqLine / Stat / ggproto / gg,NA,NA,NA
ggplot2,Layer,265,Layer / ggproto / gg,NA,NA,NA
ggplot2,ulevels,266,function,R/facet-grid-.r,431,438
ggplot2,panel_rows,267,function,R/facet-.r,513,516
ggplot2,draw_key_boxplot,268,function,R/legend-draw.r,98,111
ggplot2,scale_fill_date,269,function,R/zxx.r,83,97
ggplot2,derive,270,function,R/axis-secondary.R,117,119
ggplot2,PositionJitterdodge,271,PositionJitterdodge / Position / ggproto / gg,NA,NA,NA
ggplot2,GeomCustomAnn,272,GeomCustomAnn / Geom / ggproto / gg,NA,NA,NA
ggplot2,scale_colour_gradient2,273,function,R/scale-gradient.r,76,82
ggplot2,median_hilow,274,function,R/stat-summary.r,197,208
ggplot2,scale_y_continuous,275,function,R/scale-continuous.r,96,110
ggplot2,is.zero,276,function,R/grob-null.r,26,26
ggplot2,render_axis,277,function,R/coord-.r,159,167
ggplot2,scale_shape_manual,278,function,R/scale-manual.r,81,83
ggplot2,.pt,279,numeric,NA,NA,NA
ggplot2,create_quantile_segment_frame,280,function,R/geom-violin.r,169,184
ggplot2,ggname,281,function,R/utilities-grid.r,11,14
ggplot2,wrap_dims,282,function,R/facet-wrap.r,458,471
ggplot2,fortify.confint.glht,283,function,R/fortify-multcomp.r,47,57
ggplot2,theme,284,function,R/theme.r,261,407
ggplot2,layer_sf,285,function,R/layer-sf.R,11,22
ggplot2,dispatch_args,286,function,R/utilities.r,398,404
ggplot2,summary.ggplot,287,function,R/summary.r,12,42
ggplot2,stat_boxplot,288,function,R/stat-boxplot.r,16,37
ggplot2,RangeDiscrete,289,RangeDiscrete / Range / ggproto / gg,NA,NA,NA
ggplot2,geom_freqpoly,290,function,R/geom-freqpoly.r,3,25
ggplot2,GeomLabel,291,GeomLabel / Geom / ggproto / gg,NA,NA,NA
ggplot2,compact,292,function,R/utilities.r,361,364
ggplot2,transform_position,293,function,R/position-.r,77,93
ggplot2,scale_color_brewer,294,function,R/scale-brewer.r,68,70
ggplot2,PositionNudge,295,PositionNudge / Position / ggproto / gg,NA,NA,NA
ggplot2,draw_key_abline,296,function,R/legend-draw.r,46,55
ggplot2,plot_theme,297,function,R/theme.r,413,420
ggplot2,theme_classic,298,function,R/theme-defaults.r,419,446
ggplot2,eval_facets,299,function,R/facet-.r,420,423
ggplot2,.onLoad,300,function,R/zzz.r,19,31
ggplot2,make_proto_method,301,function,R/ggproto.r,170,184
ggplot2,benchplot,302,function,R/bench.r,15,31
ggplot2,scale_colour_gradient,303,function,R/scale-gradient.r,57,61
ggplot2,to_upper_ascii,304,function,R/utilities.r,313,313
ggplot2,.packageName,305,character,NA,NA,NA
ggplot2,ggplot_add.Layer,306,function,R/plot-construction.r,155,164
ggplot2,is_missing_arg,307,function,R/utilities.r,406,406
ggplot2,geom_density2d,308,function,R/geom-density2d.r,47,72
ggplot2,hexBinSummarise,309,function,R/hexbin.R,15,42
ggplot2,is_column_vec,310,function,R/utilities.r,455,458
ggplot2,calc_bw,311,function,R/stat-ydensity.r,108,125
ggplot2,scale_type.hms,312,function,R/scale-type.R,96,96
ggplot2,last_plot,313,function,R/plot-last.r,24,24
ggplot2,dummy_data,314,function,R/utilities.r,422,422
ggplot2,geom_abline,315,function,R/geom-abline.r,71,121
ggplot2,f_as_facets_list,316,function,R/facet-.r,359,367
ggplot2,calculate_ellipse,317,function,R/stat-ellipse.R,84,118
ggplot2,coord_cartesian,318,function,R/coord-cartesian-.r,62,70
ggplot2,update_geom_defaults,319,function,R/geom-defaults.r,14,19
ggplot2,fortify.sfc,320,function,R/fortify-spatial.r,115,117
ggplot2,geom_hex,321,function,R/geom-hex.r,30,49
ggplot2,fortify.sfg,322,function,R/fortify-spatial.r,121,123
ggplot2,fortify.tbl,323,function,R/fortify.r,19,24
ggplot2,geom_bin2d,324,function,R/geom-bin2d.r,27,47
ggplot2,ggplot_gtable,325,function,R/plot-build.r,157,159
ggplot2,layer,326,function,R/layer.r,65,160
ggplot2,release_questions,327,function,R/zzz.r,33,37
ggplot2,.zeroGrob,328,zeroGrob / grob / gDesc,NA,NA,NA
ggplot2,stack_var,329,function,R/position-stack.r,226,242
ggplot2,geom_sf_label,330,function,R/geom-sf.R,195,235
ggplot2,StatIdentity,331,StatIdentity / Stat / ggproto / gg,NA,NA,NA
ggplot2,stat_contour,332,function,R/stat-contour.r,11,30
ggplot2,scale_fill_gradientn,333,function,R/scale-gradient.r,113,119
ggplot2,width_cm,334,function,R/utilities-grid.r,16,26
ggplot2,%+%,335,function,R/plot-construction.r,40,58
ggplot2,ylab,336,function,R/labels.r,88,90
ggplot2,lims,337,function,R/limits.r,49,57
ggplot2,render_strips,338,function,R/facet-.r,634,639
ggplot2,data_frame,339,function,R/performance.R,21,23
ggplot2,add_theme,340,function,R/theme.r,429,461
ggplot2,margin,341,function,R/margins.R,6,10
ggplot2,GeomAnnotationMap,342,GeomAnnotationMap / GeomMap / GeomPolygon / Geom / ggproto / gg,NA,NA,NA
ggplot2,scale_fill_grey,343,function,R/scale-grey.r,35,38
ggplot2,is.theme,344,function,R/theme.r,648,648
ggplot2,check_labeller,345,function,R/labeller.r,691,706
ggplot2,draw_key_timeseries,346,function,R/legend-draw.r,235,252
ggplot2,check_required_aesthetics,347,function,R/utilities.r,26,32
ggplot2,make_labels,348,function,R/aes-calculated.r,88,105
ggplot2,guide_geom,349,function,R/guides-.r,323,323
ggplot2,uniquecols,350,function,R/utilities.r,63,67
ggplot2,draw_key_point,351,function,R/legend-draw.r,26,42
ggplot2,aes_,352,function,R/aes.r,234,253
ggplot2,annotation_id,353,function,R/annotation-custom.r,94,97
ggplot2,calc_element,354,function,R/theme.r,531,569
ggplot2,is.waive,355,function,R/utilities.r,171,171
ggplot2,as_labeller,356,function,R/labeller.r,300,322
ggplot2,scale_type.factor,357,function,R/scale-type.R,84,84
ggplot2,hexGrob,358,function,R/geom-hex.r,96,112
ggplot2,scale_flip_position,359,function,R/scale-.r,673,682
ggplot2,scale_type.list,360,function,R/scale-type.R,69,69
ggplot2,geom_col,361,function,R/geom-col.r,3,25
ggplot2,scale_continuous_identity,362,function,R/scale-identity.r,127,132
ggplot2,layer_data,363,function,R/plot-build.r,116,118
ggplot2,GeomSpoke,364,GeomSpoke / GeomSegment / Geom / ggproto / gg,NA,NA,NA
ggplot2,scale_fill_distiller,365,function,R/scale-brewer.r,94,101
ggplot2,discard_dots,366,function,R/facet-.r,398,400
ggplot2,GeomRasterAnn,367,GeomRasterAnn / Geom / ggproto / gg,NA,NA,NA
ggplot2,CoordPolar,368,CoordPolar / Coord / ggproto / gg,NA,NA,NA
ggplot2,scale_x_continuous,369,function,R/scale-continuous.r,77,92
ggplot2,scales_add_defaults,370,function,R/scales-.r,91,106
ggplot2,dup_axis,371,function,R/axis-secondary.R,97,99
ggplot2,theme_void,372,function,R/theme-defaults.r,450,507
ggplot2,stat_count,373,function,R/stat-count.r,14,41
ggplot2,coord_quickmap,374,function,R/coord-quickmap.R,4,10
ggplot2,margin_height,375,function,R/margins.R,15,19
ggplot2,stat_quantile,376,function,R/stat-quantile.r,13,40
ggplot2,position_nudge,377,function,R/position-nudge.R,29,34
ggplot2,stat_summary_bin,378,function,R/stat-summary-bin.R,4,39
ggplot2,scale_fill_gradient2,379,function,R/scale-gradient.r,86,92
ggplot2,ScaleContinuousPosition,380,ScaleContinuousPosition / ScaleContinuous / Scale / ggproto / gg,NA,NA,NA
ggplot2,StatCount,381,StatCount / Stat / ggproto / gg,NA,NA,NA
ggplot2,GeomErrorbar,382,GeomErrorbar / Geom / ggproto / gg,NA,NA,NA
ggplot2,scale_colour_gradientn,383,function,R/scale-gradient.r,104,110
ggplot2,scale_fill_continuous,384,function,R/scale-colour.r,38,46
ggplot2,stat_binhex,385,function,R/stat-binhex.r,11,34
ggplot2,ggstrip,386,function,R/labeller.r,606,677
ggplot2,scale_type.POSIXt,387,function,R/scale-type.R,87,87
ggplot2,geom_hline,388,function,R/geom-hline.r,6,40
ggplot2,ggsave,389,function,R/save.r,53,75
ggplot2,guide_train.colorbar,390,function,R/guide-colorbar.r,194,232
ggplot2,scale_color_gradientn,391,function,R/scale-gradient.r,104,110
ggplot2,rename_aes,392,function,R/aes.r,162,172
ggplot2,join_keys,393,function,R/compat-plyr.R,161,168
ggplot2,ggplot_build.ggplot,394,function,R/plot-build.r,28,112
ggplot2,theme_bw,395,function,R/theme-defaults.r,242,266
ggplot2,position_fill,396,function,R/position-stack.r,134,136
ggplot2,draw_key_smooth,397,function,R/legend-draw.r,185,193
ggplot2,gg_dep,398,function,R/utilities.r,276,298
ggplot2,scale_shape_discrete,399,function,R/scale-shape.r,37,39
ggplot2,data.frame,400,function,R/performance.R,25,27
ggplot2,GeomSf,401,GeomSf / Geom / ggproto / gg,NA,NA,NA
ggplot2,firstUpper,402,function,R/utilities.r,337,339
ggplot2,annotation_raster,403,function,R/annotation-raster.r,40,61
ggplot2,train_trans,404,function,R/coord-transform.r,163,198
ggplot2,geom_sf_text,405,function,R/geom-sf.R,241,277
ggplot2,coord_map,406,function,R/coord-map.r,139,153
ggplot2,clist,407,function,R/utilities.r,41,43
ggplot2,round_any,408,function,R/compat-plyr.R,248,251
ggplot2,geom_violin,409,function,R/geom-violin.r,71,96
ggplot2,scales_transform_df,410,function,R/scales-.r,81,87
ggplot2,vars,411,function,NA,NA,NA
ggplot2,scale_alpha_continuous,412,function,R/scale-alpha.r,21,23
ggplot2,fortify.summary.glht,413,function,R/fortify-multcomp.r,62,73
